Name,Affiliation,Google Scholar Profile ,ORCID Profile ,Research Gate Profile,Resarch Interests/Focus,Tags,Collaborators,Notes
Adrian Archuleta,University of Louisville,https://scholar.google.com/citations?user=7q3L318AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-0618-6761,https://www.researchgate.net/profile/Adrian-Archuleta,"Acculturation, Acculturative Stress, cultural competence, social capital, social network, Latinxs",,,
Shantel Crosby,University of Louisville,https://scholar.google.com/citations?user=4L0xj4QAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Shantel-Crosby,"Childhood trauma, wellbeing, and socioemotional development among high risk and system-involved youth, with an emphasis on racial/ethnic minority youth;  Socioemotional interventions and trauma-informed practice in educational institutions",,,
Eli Karam,University of Louisville,n/a,n/a,researchgate.net/profile/Eli-Karam,"identifying the common factors leading to change in MFT and bridging the scientist- practitioner gap in MFT research and training,  healthy relationship education for at-risk families, adults and youth",,,
Heehyul Moon,University of Louisville,https://scholar.google.com/citations?user=g4Smx34AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-6967-9328,https://www.researchgate.net/profile/Heehyul-Moon,"health disparities among racially and culturally diverse older adults and families, dementia, caregiving",,,
Sharon E. Moore,University of Louisville,https://scholar.google.com/citations?user=ILzE_A4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-2786-4039,https://www.researchgate.net/profile/Sharon-Moore-10,"Empowering the African American Community, Black Church, Human Behavior, professors of color in PWIs, sexual violation of children and religious institutions",,,
Armon Perry,University of Louisville,n/a,n/a,https://www.researchgate.net/profile/Armon-Perry-2,"family studies, fatherhood, marriage, african american communities' attitutudes towards marriage",,,
Bibhuti K. Sar,University of Louisville,https://scholar.google.com/citations?user=i0EWd-4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-4970-1882,https://www.researchgate.net/profile/Bibhuti-Sar,"child and family wellbeing, adoption, trauma informed care of refugees and immigrants, families,child welfare, training and evaluation",,,
Emma Sterrett-Hong,University of Louisville,https://scholar.google.com/citations?user=pynEUs4AAAAJ&hl=en&inst=1297495080519272923&oi=sra,n/a,n/a,"adolescent health,  decrease health disparities affecting marginalized youth, evidence-based treatments",,,
Lixia Zhang,University of Louisville,https://scholar.google.com/citations?hl=en&user=kyDfdDYAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-7662-7673,n/a,"family social factors, adverse childhood experiences,  relationships between adverse family physical environment and family members’ functioning and well-being",,,
Yasoda Sharma,Kutztown University,n/a,n/a,n/a,"HIV/AIDS, violence against women, reproductive health, mental health, international social work",,,immigrant experience 
Fang-Hsun Wei,Kutztown University,n/a,n/a,https://www.researchgate.net/profile/Fanghsun-Wei,"Health behavior, mental health, reproductive health, social and economic development, international social work, medical malpractice",,,
Brenda Williams-Gray,"Lehman College, City University of New York",n/a,n/a,https://www.researchgate.net/profile/Brenda-Williams-Gray,"trauma and resiliency, cultural diversity, critical race theory, organizational capacity",,,
Mohan Vinjamuri,"Lehman College, City University of New York",n/a,n/a,https://www.researchgate.net/profile/Mohan-Vinjamuri,"LGBT populations, child welfare practice, contemporary fatherhood, pedagogical strategies for teaching evidence-based practice",,,
Edson Chipalo,Lewis University,https://scholar.google.com/citations?user=9GgN37QAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-4336-8329,https://www.researchgate.net/profile/Edson-Chipalo,"Mental Health, Immigrants and Refugee Population, Intervention Research, Native Alaskan population",,,
Qais Alemi,Loma Linda University,https://scholar.google.com/citations?user=5q6NACsAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-8021-5815,https://www.researchgate.net/profile/Qais-Alemi,"Psychosocial needs of populations affected by political violence, Stigma, prejudice, racial, and religious discrimination, Immigrant and refugee acculturation, adjustment, identity, and resiliency, Mental health help-seeking behaviors",,,
Kelly Baek,Loma Linda University,n/a,n/a,https://www.researchgate.net/profile/Kelly-Baek,"Mental health, Culturally-sensitive interventions, Program development and evaluation, Community-based research",,,
"Youn Kyoung ""Lily"" Kim",Louisiana State University and A&M College,https://scholar.google.com/citations?user=LH9WJosAAAAJ&hl=en&inst=1297495080519272923,https://orcid.org/0000-0003-3887-2499,n/a,"mental health and health risk behaviors among vulnerable populations, immigrants and refugees, behavioral health inequity, interventions",,,
Shawndaya Thrasher,Louisiana State University and A&M College,https://scholar.google.com/citations?user=ZHX6g6kAAAAJ&hl=en&inst=1297495080519272923,https://orcid.org/0000-0002-2870-4056,https://www.researchgate.net/profile/Shawndaya-Thrasher,"African american issues, youth problem behaviors, bullying",,,
Sunny Sinha,Marywood University,https://scholar.google.com/citations?hl=en&user=8BlPlxsAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-2371-0326,https://www.researchgate.net/profile/Sunny-Sinha,"Sexuality & culture, heath research, HIV prevention, violence against women, human trafficking",,,
Veronica R. Barrios,Miami University,https://scholar.google.com/citations?user=oSqJIY8AAAAJ&hl=en&inst=1297495080519272923,n/a,n/a,"family violence, intersectionality, sexual violence, Latinx college students",,,
"Anthony James, Jr.",Miami University,https://scholar.google.com/citations?user=BGzbNS0AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-0021-4327,n/a,"positive youth development, relational developmental systems, race theory, ",,,
Sherrill L. Sellers,Miami University,n/a,n/a,n/a,"social inequalities and health, ethnicity, healthcare, ",,,
Ashlee R. Barnes Lee,Michigan State University,https://scholar.google.com/citations?user=kOmlsmoAAAAJ&hl=en&inst=1297495080519272923,https://orcid.org/0000-0002-8726-8952,https://www.researchgate.net/profile/Ashlee-Barnes-Lee,"juvenile justice, racial and ethnic disparities, risk assessment, delinquency prevention",,,
Hyunkag Cho,Michigan State University,https://scholar.google.com/citations?user=lkj2Z5EAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-6235-753X,https://www.researchgate.net/profile/Hyunkag-Cho-2,"intimate partner violence, cumulative victimization, immigrants, health, help-seeking",,,
Daniel Vélez Ortiz,Michigan State University,https://scholar.google.com/citations?user=dgTDQLIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-6284-1660,https://www.researchgate.net/profile/Daniel-Velez-Ortiz-2,"mental health services for older adults, latinos, immigration and ethnic status, helathcare, organizational fcators, health technology, diversity in higher education",,,
Fei Sun,Michigan State University,https://scholar.google.com/citations?hl=en&user=bcnEom0AAAAJ&view_op=list_works&sortby=pubdate&inst=1297495080519272923,https://orcid.org/0000-0001-6291-1879,https://www.researchgate.net/profile/Fei-Sun-26,"cognitive and emotional well being in aging populations, elder abuse and neglect among ethnic minority groups, chinese americans, racial studies",,,
Ronald E. Hall,Michigan State University,https://scholar.google.com/citations?hl=en&user=lfBeq78AAAAJ&view_op=list_works&sortby=pubdate&inst=1297495080519272923,n/a,n/a,"mental health, cutaneo-chroma, intra racial racism, bleaching syndrome, colorism litigation, special populations, human behavior",,,
Kyunghee Lee,Michigan State University,n/a,n/a,n/a,"child and family policy analysis, poverty, human development, chilcare and early education, cross cultural issues, well being for low income families",,,
Keunhye Park,Michigan State University,https://scholar.google.com/citations?user=ZOQWCZIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-5402-3636,https://www.researchgate.net/profile/Keunhye_Park,"child welfare, juvenile justice, child maltreatment, education experiences for vulnerable youth, transition to adulthood",,,
Lenora Foels,Millersville University of Pennsylvania and Shippensburg University Collaborative,n/a,n/a,n/a,"diversity, social justice and change, civil discourse, technology in social work education, school social work practice issues, social work with groups",,,
Omotola Akinsola,"Minnesota State University, Mankato",https://scholar.google.com/citations?user=I1lrEOEAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-7640-4069,https://www.researchgate.net/profile/Omotola-Akinsola/research,"educational and economic disparities, youth unemployment in developing countries, homelessness, community development, entrepreneurship, nonprofit development and management, technical and vocational education and training",,,
Golam M Mathbor,Monmouth University,https://scholar.google.com/citations?user=05wRvj0AAAAJ&hl=en&inst=1297495080519272923,https://orcid.org/0000-0003-3637-7531,https://www.researchgate.net/profile/Golam-Mathbor,"community participation, coastal community development, disaster relief and management, international social development, international social work",,,
Sara Matsuzaka,Montclair State University,https://scholar.google.com/citations?user=VzijB2IAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-6033-0181,https://www.researchgate.net/profile/Sara-Matsuzaka,mental health and substance use inequities among sexual minorities of color,,,
Maryam Rafieifar,Montclair State University,n/a,https://orcid.org/0000-0002-4368-2721,https://www.researchgate.net/profile/Maryam-Rafieifar/research,"immigration, disenfranchised children and families",,,
Laura Quiros,Montclair State University,n/a,n/a,https://www.researchgate.net/profile/Laura-Quiros,"Trauma informed care, social justice, social construction of racial and ethnic identity",,,
Laurens Van Sluytman,Morgan State University,https://scholar.google.com/citations?user=U9HYcggAAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-2353-0034,n/a,"gender, HIV, immigration, public health and policy, sex and sexuality, race",,,
Sharlene Allen,Morgan State University,https://scholar.google.com/citations?user=L_XybUgAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,n/a,"Dispersed social work, work life balance for WOC, leadership and mental health",,,
Dana Burndell Wilson,Morgan State University,n/a,https://orcid.org/0000-0003-1687-0193,https://www.researchgate.net/profile/Dana-Wilson-5,"Leadership in child welfare programs and policy, foster care alumni empowerment, women of color in social work leadership, mentorship for women in the academy",,,
Linda Darrell,Morgan State University,https://scholar.google.com/citations?user=tue6zN4AAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-6577-2533,https://www.researchgate.net/profile/Linda-Darrell-2,"Cultural competence, mental health in the African American community, families and children, obesity in the African American community",,,
Denise McLane-Davison,Morgan State University,https://scholar.google.com/citations?user=VAdew4oAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Denise-Mclane-Davison,"Africana womanist epistemology, health disparities (HIV/AIDS), leadership, international/African studies",,,
Melissa Littlefield,Morgan State University,https://scholar.google.com/citations?user=EfwQpsYAAAAJ&hl=en&inst=1297495080519272923&oi=sra,n/a,https://www.researchgate.net/profile/Melissa-Littlefield,"Multiculturalism in social work education, cultural competence with African American women, human services computer technologies, health technology",,,
Taqi Tirmazi,Morgan State University,n/a,n/a,https://www.researchgate.net/profile/Taqi-Tirmazi,Psychological functioning and behavioral health of urban and immigrant youth,,,
Rhonda Wells-Wilbon,Morgan State University,n/a,n/a,n/a,"Domestic violence, sexual assault, African-centered social work, cultural competence, social and economic justice",,,
Jordan White,Morgan State University,https://scholar.google.com/citations?user=XEr9TT0AAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-9550-6375,https://www.researchgate.net/profile/Jordan-White-23,"HIV/AIDS, COVID-19, mental health, correctional health, urban health, health equity",,,
Clifford Bersamira,University of Hawai‘i at Manoa,https://scholar.google.com/citations?hl=en&user=WCMku6AAAAAJ&view_op=list_works&sortby=pubdate&inst=1297495080519272923,n/a,n/a,"Addiction/behavior health policies and service delivery, addiction/behavioral health services and healthcare reform, recovery support services and mutual aid, AAPI and Native Hawaiian behavioral health disparities, behavioral health systems and services integration",,,
